burg_candidate_rank,cell_id,x,y,lat,lon,settlement_desirability,population_estimate,local_population_radius_sum,connectivity_score,strategic_score,burg_candidate_score,coastal_flag,water_flag
240,3882,181.02,2524.61,-15.282095,47.699975,0.70654,240.92,7825.48,0.8426,66.9586,67.4404,True,False
241,1138,925.11,579.46,15.511448,59.479709,0.70971,252.26,5125.99,0.8455,66.922,67.4266,True,False
242,3493,446.82,2309.13,-11.870925,51.907827,0.69883,285.86,11493.7,0.8427,66.8365,67.4082,True,True
243,3495,524.63,2323.75,-12.102421,53.139655,0.70638,192.23,9903.04,0.8291,66.9482,67.3327,False,False
244,2652,1134.4,1835.09,-4.36632,62.792978,0.73253,147.41,6073.45,0.7502,66.9615,67.2563,False,False
245,2135,2057.89,1301.9,4.074523,77.412695,0.71171,197.86,4117.33,0.8392,66.8323,67.228,False,False
246,4097,2573.3,2579.59,-16.152605,85.572173,0.71102,214.66,3695.86,0.8424,66.7908,67.2201,True,False
247,3372,396.29,2258.64,-11.071617,51.10798,0.7021,260.94,7490.63,0.8421,66.5894,67.1112,True,True
248,343,500.47,196.94,21.567153,52.757197,0.70448,239.19,6069.44,0.8412,66.5779,67.0563,True,False
249,2219,1487.37,1427.39,2.087916,68.380813,0.72497,147.86,7064.19,0.7555,66.6271,66.9228,False,False
250,1708,1362.07,902.14,10.403104,66.39722,0.70392,225.89,4956.88,0.8396,66.3782,66.83,True,False
251,3146,614.35,2141.27,-9.213578,54.560134,0.69977,283.13,5718.84,0.843,66.2311,66.7973,True,True
252,2457,1298.94,1683.18,-1.961423,65.397771,0.72464,146.14,6325.29,0.7511,66.4381,66.7304,False,False
253,3374,453.22,2250.19,-10.937782,52.009192,0.69117,283.13,10897.33,0.8381,66.1325,66.6988,True,True
254,2143,1515.45,1322.5,3.748469,68.825364,0.70884,171.26,8451.43,0.795,66.3403,66.6828,False,False
255,2392,1366.08,1618.21,-0.932993,66.460681,0.72419,145.23,6408.53,0.749,66.3764,66.6669,False,False
256,1505,1332.69,784.95,12.258378,65.932017,0.71355,174.66,4079.52,0.8017,66.2859,66.6352,False,False
257,3491,407.28,2303.62,-11.783681,51.28192,0.69376,241.68,9498.44,0.8354,66.1052,66.5885,True,False
258,1304,2256.46,661.87,14.20689,80.556222,0.72112,145.85,6521.24,0.7522,66.2275,66.5192,False,False
259,3818,305.96,2480.98,-14.591478,49.677948,0.71817,148.83,6858.11,0.7604,66.2021,66.4998,False,False
260,3385,849.68,2250.89,-10.948924,58.28557,0.71323,168.15,4700.99,0.7907,66.1381,66.4744,False,False
261,2458,1323.22,1671.92,-1.783218,65.782185,0.71897,143.38,6663.24,0.7468,65.9923,66.2791,False,False
262,1864,2127.75,1005.89,8.760702,78.518707,0.71657,139.76,8636.76,0.7384,65.9013,66.1809,False,False
263,1688,2253.69,875.13,10.830761,80.512488,0.71559,143.83,6198.12,0.7498,65.7483,66.0359,False,False
264,3883,206.14,2507.87,-15.017126,48.09769,0.69672,180.98,7470.42,0.8089,65.6033,65.9653,False,False
265,1639,2258.86,841.26,11.366868,80.594248,0.7128,143.57,6786.54,0.7503,65.6262,65.9133,False,False
266,3119,2452.47,2086.86,-8.352181,83.659366,0.69525,229.04,3032.14,0.8349,65.4435,65.9016,True,False
267,1611,1359.27,847.16,11.27359,66.352934,0.69801,184.83,4140.25,0.8158,65.4278,65.7975,False,False
268,1709,1393.58,908.99,10.294677,66.895959,0.70438,165.35,5100.64,0.7847,65.4392,65.7699,False,False
269,4452,3150.33,2694.28,-17.968256,94.707029,0.70416,175.44,2266.45,0.8013,65.389,65.7399,False,False
270,3563,661.55,2348.67,-12.496862,55.307348,0.69013,190.45,6816.27,0.8239,65.3213,65.7022,False,False
271,1004,1108.09,530.81,16.281616,62.376517,0.7041,161.83,5537.13,0.7784,65.3578,65.6815,False,False
272,1137,904.94,585.54,15.415231,59.160447,0.69029,192.54,4933.6,0.8275,65.1765,65.5616,False,False
273,1077,1200.96,555.99,15.882988,63.846739,0.68938,195.39,4793.78,0.8281,65.1044,65.4952,False,False
274,1175,2284.82,583.26,15.451257,81.005185,0.68521,197.31,7359.05,0.8257,65.0638,65.4584,False,False
275,1076,1158.0,556.54,15.874311,63.166568,0.69776,170.1,5352.64,0.7909,65.1037,65.4439,False,False
276,4027,174.32,2580.51,-16.167144,47.593956,0.70382,138.14,9243.35,0.7392,65.0681,65.3444,False,False
277,3080,1067.4,2093.06,-8.450337,61.732249,0.70524,138.44,6484.56,0.7398,64.8555,65.1323,False,False
278,4020,2533.64,2565.3,-15.92627,84.944323,0.68325,235.82,4289.84,0.8288,64.6159,65.0875,True,False
279,454,396.58,264.9,20.491293,51.112524,0.67966,224.21,6377.48,0.8256,64.5459,64.9943,True,False
280,1842,1423.21,1007.66,8.732703,67.365092,0.70518,135.69,5755.65,0.7334,64.6521,64.9235,False,False
281,1994,1424.31,1137.08,6.683726,67.382487,0.70705,130.79,5971.87,0.7192,64.5568,64.8184,False,False
282,2878,2338.89,1949.65,-6.179942,81.861139,0.67931,231.09,4645.57,0.8261,64.326,64.7881,True,False
283,3813,116.84,2480.1,-14.577554,46.683937,0.67208,275.41,7244.85,0.8267,64.1223,64.6732,True,True
284,3496,548.18,2316.26,-11.983841,53.51246,0.67031,223.32,9793.61,0.8202,64.1773,64.6239,True,False
285,2133,2001.1,1305.85,4.011951,76.513649,0.69791,146.91,4531.62,0.7519,64.3176,64.6115,False,False
286,2132,1964.17,1302.83,4.059814,75.929084,0.68274,182.0,4569.06,0.8083,64.2452,64.6092,False,False
287,3437,583.45,2280.45,-11.416939,54.070884,0.66677,252.83,9445.62,0.8212,63.8999,64.4056,True,True
288,3050,2402.21,2042.81,-7.654768,82.863648,0.67665,225.88,3160.07,0.824,63.9232,64.375,True,False
289,1841,1387.09,1009.83,8.698316,66.793322,0.69528,142.46,5125.26,0.7438,64.0519,64.3368,False,False
290,1534,2260.26,782.31,12.300201,80.616458,0.69912,130.7,6131.19,0.723,64.0718,64.3332,False,False
291,3139,355.76,2135.89,-9.128366,50.466313,0.67397,244.68,3992.59,0.8245,63.8365,64.3259,True,False
292,2075,1554.76,1226.73,5.264605,69.447722,0.69457,131.2,8544.16,0.7248,64.0604,64.3228,False,False
293,1142,1237.13,593.96,15.281854,64.419328,0.67384,221.01,4592.42,0.8219,63.851,64.293,True,False
294,4273,121.16,2680.56,-17.751068,46.752418,0.67283,214.34,5221.33,0.8206,63.829,64.2577,True,False
295,1559,1359.4,814.61,11.788754,66.355001,0.69481,142.04,4327.91,0.7433,63.915,64.1991,False,False
296,1206,872.85,610.89,15.013891,58.652363,0.67262,228.32,4292.58,0.822,63.7298,64.1864,True,False
297,2076,1585.63,1232.59,5.171795,69.936361,0.69356,134.62,6941.27,0.7302,63.8958,64.1651,False,False
298,3556,425.51,2354.03,-12.58166,51.570509,0.66475,203.36,9951.68,0.8147,63.6964,64.1031,True,False
299,3188,2514.53,2107.72,-8.682331,84.641795,0.67282,226.18,2800.1,0.8218,63.5645,64.0169,True,False
300,4183,2829.58,2624.94,-16.870532,89.629255,0.67091,252.78,3092.41,0.8236,63.4944,64.0,True,True
301,3194,2699.07,2122.18,-8.91137,87.563134,0.67314,194.08,3293.25,0.8185,63.5865,63.9747,False,False
302,2331,1396.67,1549.3,0.157906,66.944878,0.69472,127.35,6703.53,0.716,63.6974,63.9521,False,False
303,2052,1487.23,1192.77,5.802096,68.378622,0.69565,121.5,8411.58,0.6995,63.6681,63.9111,False,False
304,3880,102.64,2493.15,-14.784099,46.459161,0.66214,270.9,7677.05,0.8204,63.3447,63.8865,True,True
305,759,2219.15,410.1,18.192624,79.965679,0.66671,223.68,5341.25,0.8181,63.3576,63.8049,True,False
306,1273,1265.62,649.86,14.39696,64.87032,0.67311,180.65,4004.85,0.8046,63.4187,63.78,False,False
307,2074,1509.98,1229.79,5.21603,68.73876,0.69312,121.04,8751.13,0.6995,63.5253,63.7674,False,False
308,2087,1933.05,1239.04,5.069728,75.436397,0.68016,158.5,4794.52,0.7676,63.3525,63.6695,False,False
309,1902,2031.59,1042.8,8.176396,76.996277,0.69089,126.43,6417.53,0.7155,63.3771,63.63,False,False
310,2891,75.54,2018.81,-7.274856,46.030218,0.66393,267.32,4290.28,0.8212,63.089,63.6236,True,True
311,1939,1904.89,1074.9,7.668121,74.990578,0.69409,126.54,4594.95,0.7142,63.3699,63.623,False,False
312,1610,1344.88,838.08,11.417328,66.125002,0.66455,227.52,4497.29,0.8173,63.0889,63.544,True,False
313,2421,2268.84,1604.96,-0.723196,80.75223,0.66625,231.46,2747.0,0.8187,63.0296,63.4925,True,False
314,3436,559.58,2286.48,-11.51231,53.69293,0.65678,209.18,9858.46,0.8108,63.0421,63.4604,True,False
315,638,432.25,350.72,19.132705,51.677256,0.65634,226.58,7516.84,0.8125,62.765,63.2182,True,False
316,2528,1180.39,1757.15,-3.132563,63.521,0.65784,214.75,6464.55,0.812,62.7411,63.1706,True,False
317,1070,923.75,563.95,15.756981,59.458103,0.65921,221.79,5125.99,0.8138,62.7143,63.1579,True,False
318,3627,566.19,2377.51,-12.95343,53.797628,0.66767,157.22,8345.12,0.7629,62.7858,63.1002,False,False
319,2531,1268.2,1743.23,-2.912188,64.911166,0.68512,122.02,6396.59,0.7061,62.7913,63.0354,False,False
320,2645,2376.76,1808.61,-3.947214,82.460702,0.65817,248.22,3513.6,0.8158,62.4867,62.9831,True,True
321,3371,376.43,2250.87,-10.948589,50.793529,0.65218,262.58,6796.07,0.8139,62.4059,62.9311,True,True
322,3559,533.4,2349.63,-12.512002,53.278493,0.66264,160.62,9106.61,0.7681,62.6066,62.9278,False,False
323,1173,2223.07,585.64,15.413682,80.027687,0.68032,125.97,6675.38,0.7116,62.5775,62.8294,False,False
324,3195,2731.26,2118.4,-8.851411,88.072761,0.65651,223.09,3576.67,0.8121,62.3066,62.7527,True,False
325,3490,394.86,2334.94,-12.279505,51.085271,0.64674,258.79,8886.77,0.8104,62.198,62.7156,True,True
326,4364,88.15,2696.16,-17.998041,46.229871,0.65282,242.05,4795.45,0.8122,62.187,62.6711,True,True
327,3884,238.57,2513.39,-15.104565,48.611019,0.68173,115.55,7843.71,0.6897,62.422,62.6531,False,False
328,3138,343.53,2126.53,-8.980154,50.272703,0.65328,251.43,4013.83,0.8134,62.1492,62.6521,True,True
329,2686,2221.59,1837.76,-4.408634,80.004227,0.6541,199.44,4652.99,0.8082,62.1897,62.5886,True,False
330,3499,675.75,2321.3,-12.063523,55.532079,0.64613,224.94,8134.99,0.8065,61.9965,62.4464,True,False
331,1558,1334.65,812.72,11.818721,65.963053,0.65185,220.84,4132.54,0.8095,61.991,62.4327,True,False
332,1961,1421.76,1108.33,7.138864,67.342159,0.67947,116.18,6636.38,0.6925,62.1686,62.4009,False,False
333,3384,821.07,2260.91,-11.1076,57.832573,0.66818,145.63,5045.01,0.7427,62.071,62.3623,False,False
334,2362,1391.09,1582.68,-0.37049,66.85654,0.67934,114.03,6489.62,0.6866,62.0338,62.2618,False,False
335,564,168.63,315.47,19.690716,47.503837,0.64367,254.46,7242.17,0.8082,61.7444,62.2533,True,True
336,927,1013.07,491.08,16.910587,60.872135,0.65453,166.18,6023.64,0.7767,61.8149,62.1472,False,False
337,4186,146.66,2643.6,-17.165879,47.156107,0.64463,180.54,7141.33,0.8006,61.6644,62.0255,False,False
338,2246,1447.25,1448.92,1.747104,67.745654,0.68102,110.19,6957.72,0.6631,61.7889,62.0092,False,False
339,1504,1314.7,778.47,12.36098,65.647355,0.64468,231.17,3759.28,0.8067,61.3794,61.8417,True,False
340,1823,2132.75,980.68,9.159768,78.597858,0.66848,113.48,9580.23,0.6865,61.614,61.8409,False,False
341,2122,1640.39,1290.37,4.257019,70.80323,0.67922,109.9,5622.39,0.6672,61.576,61.7958,False,False
342,1948,2192.16,1066.01,7.808927,79.538271,0.64071,210.05,5884.31,0.8016,61.2515,61.6716,True,False
343,3201,339.69,2163.52,-9.565775,50.211981,0.63961,254.25,5044.58,0.8059,61.151,61.6595,True,True
344,1007,1199.56,532.49,16.255115,63.824536,0.6683,123.4,5094.6,0.7042,61.3931,61.6398,False,False
345,3558,508.76,2355.37,-12.602876,52.888391,0.63451,180.26,10816.62,0.7948,61.2632,61.6237,False,False
346,3625,497.03,2387.87,-13.117414,52.70282,0.63555,174.9,11057.61,0.7896,61.2735,61.6233,False,False
347,3192,2640.32,2116.24,-8.8173,86.633073,0.6443,209.86,2727.42,0.8036,61.1758,61.5955,True,False
348,3256,392.34,2189.49,-9.976814,51.045468,0.63582,253.68,7006.55,0.8021,61.041,61.5483,True,True
349,3268,1036.75,2187.41,-9.943969,61.247006,0.6721,108.74,6342.34,0.6746,61.2796,61.4971,False,False
350,3819,333.3,2480.73,-14.587424,50.110824,0.66415,122.7,6744.45,0.7014,61.2377,61.4831,False,False
351,2494,1291.19,1709.97,-2.38562,65.275081,0.67674,109.49,6635.38,0.6517,61.2356,61.4546,False,False
352,3390,1009.64,2257.68,-11.056455,60.817881,0.66312,126.99,5924.51,0.7087,61.1984,61.4524,False,False
353,3211,1038.99,2157.74,-9.474198,61.282498,0.66963,108.41,6157.61,0.6752,61.0913,61.3082,False,False
354,1422,2257.36,715.97,13.350388,80.570541,0.67115,108.59,5864.08,0.6649,60.9802,61.1974,False,False
355,897,2257.92,460.42,17.396038,80.579323,0.63511,261.04,5784.11,0.7902,60.6316,61.1537,True,True
356,1907,2184.45,1039.68,8.225683,79.41628,0.63396,188.62,6945.42,0.7952,60.7764,61.1536,True,False
357,1002,1035.21,520.31,16.447887,61.222642,0.66191,124.42,4841.63,0.7039,60.8978,61.1466,False,False
358,3953,212.95,2544.36,-15.594835,48.205494,0.67351,108.97,7899.61,0.6392,60.9284,61.1464,False,False
359,2564,2316.34,1751.79,-3.04761,81.504257,0.63564,238.93,3954.51,0.8019,60.6652,61.143,True,True
360,3754,401.81,2443.07,-13.991309,51.195293,0.6446,151.23,8251.03,0.7477,60.8403,61.1428,False,False
361,3255,368.8,2174.32,-9.736683,50.672731,0.63297,249.53,5753.1,0.7993,60.6371,61.1362,True,True
362,1303,2216.76,650.5,14.386825,79.927737,0.66218,117.5,6335.56,0.6916,60.8721,61.1071,False,False
363,2077,1616.34,1230.46,5.205534,70.4226,0.67793,109.69,6251.9,0.6265,60.8235,61.0428,False,False
364,2697,1103.62,1877.59,-5.039179,62.305644,0.66879,108.21,5954.02,0.6649,60.8223,61.0388,False,False
365,4253,2397.74,2649.72,-17.262834,82.7929,0.63454,220.12,4414.78,0.7993,60.5942,61.0344,True,False
366,1908,2208.78,1040.77,8.208457,79.801392,0.63183,207.0,6309.07,0.7961,60.5629,60.9769,True,False
367,2274,1427.72,1487.65,1.133915,67.43642,0.67544,109.28,6598.6,0.6298,60.7445,60.9631,False,False
368,2109,1928.98,1271.05,4.562871,75.371915,0.64013,167.52,4554.94,0.7768,60.6073,60.9423,False,False
369,2795,1075.16,1934.92,-5.946741,61.855143,0.66425,110.0,5628.05,0.6791,60.711,60.931,False,False
370,1882,1389.9,1040.95,8.205564,66.837781,0.6625,114.32,5352.67,0.6862,60.6811,60.9097,False,False
371,571,441.9,328.97,19.47696,51.830031,0.64015,150.61,7409.86,0.746,60.3901,60.6913,False,False
372,4254,2416.45,2639.48,-17.100668,83.089126,0.64048,159.04,4650.6,0.7614,60.3668,60.6848,False,False
373,3387,912.24,2249.36,-10.924719,59.275992,0.66078,109.42,5767.12,0.6769,60.4394,60.6582,False,False
374,287,461.9,169.74,21.997777,52.146701,0.62983,182.33,5135.25,0.7922,60.212,60.5767,False,False
375,1924,1420.03,1074.74,7.670719,67.314748,0.67116,108.59,6110.31,0.6285,60.3562,60.5734,False,False
376,2078,1643.61,1239.51,5.062275,70.854319,0.68597,110.99,5974.61,0.5653,60.2689,60.4909,False,False
377,2247,1479.72,1454.16,1.664079,68.259651,0.67606,109.38,7292.48,0.5953,60.2509,60.4697,False,False
378,2425,1362.66,1646.99,-1.388499,66.406605,0.65926,106.67,6248.71,0.6696,60.2539,60.4673,False,False
379,2931,2359.28,1983.24,-6.711748,82.184055,0.63001,182.2,4039.69,0.7923,60.0964,60.4608,False,False
380,825,2197.7,417.39,18.077168,79.626084,0.62557,200.15,6368.37,0.7918,60.0428,60.4431,True,False
381,3877,2292.14,2481.57,-14.600816,81.121157,0.63641,262.37,767.67,0.778,59.9161,60.4409,True,True
382,3561,599.71,2361.39,-12.698296,54.328345,0.62188,212.82,8228.18,0.7911,59.9825,60.4081,True,False
383,3191,2605.94,2115.27,-8.801924,86.088802,0.63024,200.68,2528.07,0.7944,59.9734,60.3748,True,False
384,1661,1389.36,882.87,10.708254,66.829195,0.65282,121.05,5154.11,0.6957,60.1316,60.3737,False,False
385,1477,2249.45,749.48,12.819886,80.445269,0.67411,109.07,5263.86,0.6083,60.1045,60.3226,False,False
386,2100,1654.54,1265.91,4.644252,71.027318,0.68305,110.51,5624.82,0.5669,60.0461,60.2671,False,False
387,2303,1426.75,1519.87,0.62381,67.421192,0.68428,110.71,6989.74,0.55,59.9902,60.2116,False,False
388,621,2134.14,336.86,19.352106,78.619863,0.62547,255.07,5279.91,0.7792,59.6815,60.1916,True,True
389,3312,372.63,2232.05,-10.650683,50.733423,0.62277,242.51,7167.22,0.7781,59.6882,60.1733,True,True
390,2275,1458.25,1485.06,1.174941,67.919778,0.68271,110.46,7605.88,0.55,59.9501,60.171,False,False
391,3498,620.44,2336.14,-12.298482,54.656516,0.62244,248.88,8614.08,0.7686,59.6635,60.1612,True,True
392,2057,1650.03,1203.54,5.631614,70.955942,0.68523,110.87,6210.81,0.5484,59.9388,60.1606,False,False
393,3145,598.66,2143.07,-9.242041,54.311632,0.62604,252.43,5897.33,0.771,59.6475,60.1523,True,True
394,2079,1673.11,1230.95,5.197682,71.321331,0.68543,110.9,5556.78,0.5493,59.8922,60.114,False,False
395,1756,1421.15,937.78,9.838899,67.332451,0.62658,168.26,5631.0,0.7766,59.7555,60.092,False,False
396,3202,365.67,2162.72,-9.553162,50.623206,0.6264,250.06,4904.22,0.7725,59.5833,60.0834,True,True
397,2101,1686.15,1260.86,4.724283,71.527635,0.68537,110.89,5266.11,0.5484,59.8376,60.0594,False,False
398,4361,3150.07,2673.53,-17.639787,94.702938,0.62839,171.43,2724.05,0.7826,59.6511,59.9939,False,False
399,1735,2226.74,904.4,10.36737,80.085699,0.65347,105.73,6683.13,0.6614,59.7416,59.953,False,False
400,2058,1680.37,1204.27,5.620078,71.436246,0.6841,110.68,5609.28,0.5449,59.7227,59.9441,False,False
401,2495,1322.02,1707.26,-2.342781,65.763086,0.68099,110.18,6683.91,0.55,59.718,59.9383,False,False
402,505,171.48,297.32,19.978026,47.548943,0.61943,239.58,6973.57,0.7799,59.4576,59.9368,True,True
403,990,576.75,526.62,16.347895,53.964813,0.62252,256.69,5621.5,0.7696,59.3358,59.8491,True,True
404,2804,1354.12,1938.95,-6.010628,66.271407,0.68277,110.47,5553.54,0.5445,59.6142,59.8351,False,False
405,2805,1389.07,1935.85,-5.961566,66.824637,0.68295,110.5,5411.45,0.5446,59.6122,59.8332,False,False
406,2653,1162.84,1844.6,-4.516903,63.243204,0.67171,108.68,7085.19,0.5772,59.5869,59.8043,False,False
407,2026,1488.35,1161.21,6.30174,68.39636,0.67744,109.61,7697.42,0.55,59.5815,59.8008,False,False
408,2002,1680.69,1130.47,6.788454,71.441232,0.68307,110.52,5081.8,0.5442,59.575,59.7961,False,False
409,2396,1485.77,1621.5,-0.985066,68.355456,0.68095,110.18,6448.73,0.5432,59.5654,59.7857,False,False
410,2462,1452.46,1674.64,-1.826357,67.828221,0.68081,110.15,6472.12,0.5431,59.5557,59.776,False,False
411,3885,268.29,2509.97,-15.05037,49.081617,0.65501,105.98,7059.6,0.6417,59.5413,59.7533,False,False
412,2429,1486.32,1654.97,-1.514855,68.364115,0.6812,110.22,5992.73,0.5434,59.5326,59.7531,False,False
413,1587,2248.6,810.74,11.850148,80.43186,0.65578,106.1,6285.19,0.6436,59.5397,59.7519,False,False
414,1995,1455.51,1132.93,6.749445,67.876505,0.67697,109.53,6522.82,0.5565,59.5261,59.7451,False,False
415,1903,2065.06,1040.46,8.213371,77.526246,0.66363,107.37,7723.46,0.6015,59.5181,59.7328,False,False
416,1003,1070.78,523.78,16.392857,61.785718,0.64661,115.53,5313.84,0.6837,59.4872,59.7183,False,False
417,2616,1458.59,1806.31,-3.910782,67.925254,0.68176,110.31,5247.96,0.5438,59.4936,59.7142,False,False
418,2756,1384.16,1907.24,-5.508564,66.746949,0.68113,110.2,5601.16,0.5436,59.4847,59.7051,False,False
419,2617,1486.75,1811.43,-3.991774,68.370965,0.68154,110.27,5237.16,0.5437,59.474,59.6946,False,False
420,2147,1651.63,1321.71,3.760852,70.981207,0.67969,109.97,5338.71,0.55,59.4659,59.6858,False,False
421,2879,2350.32,1969.0,-6.48631,82.042089,0.61987,188.23,4122.09,0.787,59.2825,59.6589,True,False
422,2053,1520.84,1205.64,5.598433,68.910693,0.67259,108.82,8647.05,0.5548,59.4305,59.6481,False,False
423,2304,1458.45,1523.16,0.571703,67.922953,0.6766,109.47,7951.58,0.5426,59.4179,59.6368,False,False
424,2123,1679.55,1294.88,4.18574,71.423226,0.68061,110.12,4606.34,0.5471,59.3942,59.6145,False,False
425,2363,1419.98,1585.89,-0.421353,67.313933,0.67659,109.47,6824.24,0.5488,59.3954,59.6143,False,False
426,2080,1705.67,1234.36,5.143785,71.836728,0.68121,110.22,4718.72,0.5432,59.3797,59.6001,False,False
427,2430,1515.02,1650.64,-1.44635,68.8186,0.67981,109.99,5510.87,0.5426,59.3611,59.5811,False,False
428,2463,1478.81,1685.71,-2.001597,68.245359,0.67874,109.82,6269.07,0.5419,59.3613,59.5809,False,False
429,1863,2098.99,1006.97,8.743566,78.063374,0.66738,107.98,9378.96,0.5656,59.3359,59.5519,False,False
430,2393,1393.5,1621.52,-0.985364,66.894726,0.67517,109.24,6834.1,0.55,59.3162,59.5347,False,False
431,2464,1515.37,1679.07,-1.896378,68.824029,0.67942,109.93,5362.32,0.5424,59.3117,59.5316,False,False
432,3212,1069.98,2152.25,-9.387304,61.773047,0.67067,108.51,6510.63,0.5689,59.2942,59.5112,False,False
433,1996,1489.83,1132.15,6.761852,68.419706,0.67552,109.3,6879.75,0.5454,59.2648,59.4834,False,False
434,2428,1456.42,1642.26,-1.313651,67.890816,0.67698,109.53,6456.24,0.5408,59.2365,59.4556,False,False
435,2365,1481.63,1588.11,-0.456491,68.289886,0.67555,109.3,7188.95,0.5399,59.2039,59.4225,False,False
436,2059,1703.43,1197.6,5.725663,71.801288,0.67806,109.71,5359.75,0.5413,59.1933,59.4127,False,False
437,1448,1332.37,753.47,12.756643,65.926973,0.63791,129.75,3992.46,0.7074,59.1326,59.3921,False,False
438,2332,1425.91,1549.8,0.150066,67.407868,0.67398,109.05,6548.01,0.5482,59.164,59.3821,False,False
439,2577,1492.06,1778.96,-3.477815,68.455075,0.67726,109.58,5518.44,0.5411,59.1517,59.3708,False,False
440,2279,1583.39,1490.02,1.09643,69.900856,0.67849,109.78,4676.06,0.5416,59.1499,59.3695,False,False
441,2532,1296.89,1743.6,-2.918002,65.365315,0.67353,108.97,6404.86,0.5492,59.134,59.3519,False,False
442,2576,1454.74,1773.99,-3.399047,67.864266,0.67692,109.52,5589.34,0.5409,59.1315,59.3506,False,False
443,1884,1452.35,1039.13,8.234431,67.82639,0.6733,108.94,6602.17,0.5486,59.1294,59.3473,False,False
444,2759,1482.35,1900.23,-5.397666,68.301321,0.67738,109.6,5051.38,0.5413,59.1083,59.3274,False,False
445,2004,1746.52,1145.38,6.552465,72.483424,0.67774,109.66,4806.82,0.541,59.1017,59.321,False,False
446,2001,1648.09,1139.74,6.64169,70.925193,0.67635,109.43,5606.13,0.5402,59.0798,59.2987,False,False
447,2459,1350.78,1684.29,-1.979147,66.21842,0.67256,108.82,6601.63,0.5488,59.0791,59.2967,False,False
